,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
485,Austin Rivers,SG,30,MIN,48,10,20.8,1.9,4.3,0.446,0.9,2.5,0.355,1.0,1.7,0.578,0.551,0.6,0.8,0.769,0.1,1.6,1.7,1.5,0.6,0.1,0.5,1.7,5.3
494,Terrence Ross,SG,31,TOT,45,9,22.4,3.2,7.3,0.433,1.5,3.9,0.373,1.7,3.4,0.503,0.534,0.4,0.5,0.727,0.2,1.9,2.2,1.3,0.6,0.2,0.8,1.4,8.1
495,Terrence Ross,SG,31,ORL,42,9,22.5,3.1,7.1,0.431,1.5,3.8,0.381,1.6,3.3,0.489,0.533,0.4,0.5,0.75,0.2,1.8,2.0,1.3,0.6,0.2,0.9,1.3,8.0
496,Terrence Ross,SG,31,PHO,3,0,21.7,4.3,9.7,0.448,1.7,5.7,0.294,2.7,4.0,0.667,0.534,0.3,0.7,0.5,0.3,3.7,4.0,2.0,0.3,0.0,0.0,2.7,10.7
497,Terry Rozier,SG,28,CHO,52,52,35.6,7.9,19.0,0.414,2.7,8.1,0.329,5.2,10.9,0.478,0.484,2.9,3.6,0.827,0.9,3.3,4.2,4.8,1.1,0.3,2.1,1.9,21.4
512,Dereon Seabron,SG,22,NOP,5,0,2.4,0.4,1.0,0.4,0.0,0.0,,0.4,1.0,0.4,0.4,0.0,0.0,,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8
514,Collin Sexton,SG,24,UTA,47,15,24.0,4.9,9.7,0.507,1.0,2.5,0.41,3.9,7.2,0.54,0.559,3.4,4.2,0.822,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3
515,Landry Shamet,SG,25,PHO,30,7,21.4,3.1,8.1,0.38,2.0,5.4,0.377,1.0,2.7,0.388,0.506,1.4,1.5,0.911,0.3,1.4,1.7,2.2,0.6,0.2,1.0,1.5,9.5
517,Shaedon Sharpe,SG,19,POR,59,5,20.2,3.2,6.7,0.471,1.0,2.8,0.347,2.2,3.9,0.561,0.544,0.5,0.8,0.667,0.8,1.7,2.5,0.6,0.4,0.3,0.7,1.6,7.9
522,Anfernee Simons,SG,23,POR,56,56,35.5,7.6,16.9,0.45,3.5,9.2,0.381,4.1,7.8,0.532,0.553,2.6,2.9,0.913,0.3,2.4,2.7,4.2,0.7,0.2,2.2,2.4,21.4
526,Dru Smith,SG,25,TOT,8,1,12.1,1.3,2.9,0.435,0.3,1.3,0.2,1.0,1.6,0.615,0.478,0.0,0.0,,0.1,1.8,1.9,1.3,1.0,0.4,0.3,1.6,2.8
527,Dru Smith,SG,25,MIA,5,1,13.4,1.0,2.8,0.357,0.2,1.2,0.167,0.8,1.6,0.5,0.393,0.0,0.0,,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2
528,Dru Smith,SG,25,BRK,3,0,10.0,1.7,3.0,0.556,0.3,1.3,0.25,1.3,1.7,0.8,0.611,0.0,0.0,,0.0,2.0,2.0,1.7,1.3,0.0,0.3,1.0,3.7
533,Jaden Springer,SG,20,PHI,7,0,3.7,1.0,1.7,0.583,0.0,0.0,,1.0,1.7,0.583,0.583,0.4,0.6,0.75,0.6,0.4,1.0,0.1,0.3,0.3,0.1,1.0,2.4
538,Edmond Sumner,SG,27,BRK,46,12,14.5,2.5,5.3,0.459,0.6,1.8,0.346,1.8,3.6,0.515,0.516,1.9,2.1,0.926,0.2,1.3,1.6,1.4,0.7,0.2,1.0,1.7,7.4
545,Garrett Temple,SG,36,NOP,19,0,7.0,0.8,1.9,0.405,0.5,1.1,0.429,0.3,0.8,0.375,0.527,0.2,0.2,0.75,0.1,0.5,0.6,0.5,0.5,0.1,0.2,0.7,2.2
546,Dalen Terry,SG,20,CHI,25,0,5.1,0.7,1.6,0.45,0.2,0.6,0.333,0.5,1.0,0.52,0.513,0.2,0.4,0.5,0.3,0.5,0.8,0.6,0.2,0.2,0.2,0.4,1.8
548,Cam Thomas,SG,21,BRK,43,3,17.2,3.7,8.1,0.454,0.9,2.3,0.412,2.8,5.9,0.47,0.511,3.0,3.6,0.85,0.2,1.5,1.7,1.6,0.4,0.1,1.0,1.0,11.3
549,Klay Thompson,SG,32,GSW,49,49,32.7,7.9,18.4,0.428,4.4,10.8,0.408,3.5,7.7,0.456,0.548,1.9,2.1,0.892,0.7,3.3,3.9,2.4,0.7,0.3,1.7,2.0,22.1
551,Matisse Thybulle,SG,25,TOT,53,10,13.4,1.2,2.6,0.436,0.5,1.5,0.354,0.6,1.2,0.541,0.536,0.2,0.2,0.692,0.4,1.0,1.5,0.6,1.0,0.3,0.2,1.5,3.0
552,Matisse Thybulle,SG,25,PHI,49,6,12.1,1.0,2.4,0.431,0.4,1.3,0.333,0.6,1.1,0.547,0.522,0.2,0.2,0.75,0.4,0.9,1.3,0.5,0.9,0.3,0.2,1.3,2.7
553,Matisse Thybulle,SG,25,POR,4,4,29.8,2.8,6.0,0.458,1.8,4.0,0.438,1.0,2.0,0.5,0.604,0.0,0.3,0.0,0.5,3.0,3.5,1.8,2.3,1.0,0.8,3.8,7.3
561,Gary Trent Jr.,SG,24,TOR,53,43,33.6,6.5,14.9,0.434,2.6,7.2,0.366,3.8,7.6,0.499,0.523,2.9,3.4,0.84,0.4,2.1,2.5,1.6,1.6,0.3,0.9,1.7,18.4
564,Stanley Umude,SG,23,DET,1,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
570,Devin Vassell,SG,22,SAS,29,24,31.3,7.1,16.0,0.445,2.8,7.0,0.404,4.3,9.0,0.477,0.533,2.4,3.0,0.793,0.2,3.8,4.0,3.6,1.2,0.4,1.6,1.4,19.4
580,Lonnie Walker IV,SG,24,LAL,44,32,25.9,4.7,10.3,0.454,1.7,4.7,0.369,2.9,5.6,0.524,0.538,1.8,2.0,0.885,0.3,1.8,2.0,1.3,0.6,0.3,0.9,1.4,12.8
585,Duane Washington Jr.,SG,22,PHO,31,3,12.7,3.0,8.3,0.367,1.3,3.6,0.36,1.7,4.7,0.372,0.445,0.5,0.8,0.667,0.1,1.1,1.2,2.0,0.2,0.1,1.1,0.7,7.9
589,Lindy Waters III,SG,25,OKC,25,0,11.2,1.4,3.6,0.396,1.2,3.4,0.369,0.2,0.3,0.714,0.566,0.2,0.3,0.75,0.3,1.4,1.7,0.7,0.4,0.2,0.2,0.9,4.4
591,Peyton Watson,SG,20,DEN,13,0,3.2,0.8,1.4,0.556,0.2,0.2,0.667,0.6,1.2,0.533,0.611,0.0,0.2,0.0,0.2,0.4,0.6,0.1,0.0,0.1,0.2,0.2,1.7
592,Blake Wesley,SG,19,SAS,17,1,13.9,1.7,4.6,0.372,0.5,1.2,0.429,1.2,3.4,0.351,0.429,0.5,0.9,0.6,0.2,1.4,1.5,1.5,0.4,0.1,1.4,1.9,4.5
596,Coby White,SG,22,CHI,53,1,22.4,3.2,7.5,0.423,1.6,4.6,0.355,1.5,2.9,0.529,0.531,0.9,1.0,0.836,0.2,2.5,2.7,2.0,0.7,0.1,0.8,1.7,8.9
597,Derrick White,SG,28,BOS,62,52,27.7,4.1,9.0,0.455,1.8,4.7,0.384,2.3,4.4,0.531,0.554,2.0,2.3,0.864,0.6,2.8,3.3,3.8,0.7,0.9,1.1,2.2,12.0
600,Aaron Wiggins,SG,24,OKC,48,12,18.5,2.4,4.8,0.504,0.7,1.7,0.398,1.8,3.1,0.564,0.575,0.8,1.0,0.83,1.0,2.1,3.1,1.4,0.5,0.2,0.8,1.6,6.4
602,Alondes Williams,SG,23,BRK,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
604,Jalen Williams,SG,21,OKC,56,43,29.2,5.0,9.8,0.509,0.9,2.7,0.325,4.1,7.1,0.58,0.554,1.6,2.0,0.763,1.0,3.2,4.2,2.9,1.3,0.5,1.6,2.6,12.4
610,Vince Williams Jr.,SG,22,MEM,9,0,5.4,0.3,1.4,0.231,0.1,1.0,0.111,0.2,0.4,0.5,0.269,0.0,0.0,,0.2,0.6,0.8,0.3,0.4,0.1,0.1,0.7,0.8
